HGNC,Ensembl_ID,GSM5584042,GSM5584043,GSM5584044,GSM5584045,GSM5584046,GSM5584047,GSM5584048,GSM5584049,GSM5584050,GSM5584051,GSM5584052
AC068987.2,ENSG00000260122,0,0,0,0,0,0,0,0,0,0,0
AC013565.1,ENSG00000260123,0,0,0,0,0,0,0,0,0,131,0
AGBL1-AS1,ENSG00000260125,0,0,0,0,0,0,0,0,0,0,0
AC092326.1,ENSG00000260126,0,0,0,0,0,0,0,0,0,0,0
ULK4P2,ENSG00000260128,0,9,0,18,0,0,0,0,0,0,0
LINC00556,ENSG00000260131,0,0,0,0,0,0,0,0,0,0,0
AL032819.1,ENSG00000260132,0,0,0,0,0,0,0,0,0,0,0
CA5AP1,ENSG00000260133,0,0,0,0,0,0,0,0,0,0,0
C1QL1P1,ENSG00000260134,0,0,0,0,0,0,0,0,0,0,0
MMP2-AS1,ENSG00000260135,0,0,0,0,0,0,0,0,0,0,0
AC008915.2,ENSG00000260136,0,0,0,1,1,0,0,0,0,1,0
AL132657.2,ENSG00000260137,0,0,4,0,0,0,127,0,0,0,0
CSPG4P13,ENSG00000260139,0,0,0,0,0,0,15,0,0,0,0
AC145350.2,ENSG00000260141,0,0,0,0,0,0,0,0,0,0,0
AC068135.2,ENSG00000260142,0,0,0,0,0,0,0,0,0,0,0
AC100827.2,ENSG00000260144,0,0,0,0,0,0,0,0,0,0,0
AC023825.2,ENSG00000260145,1,0,0,0,181,0,0,0,0,0,10
AC132186.1,ENSG00000260146,0,0,0,0,0,0,0,0,0,0,0
MTND5P34,ENSG00000260147,0,0,0,0,0,0,0,0,0,0,0
AC009090.2,ENSG00000260148,0,0,0,0,0,0,0,0,0,0,0
AL355493.2,ENSG00000260151,0,0,0,0,0,0,0,0,0,0,0
AC113208.1,ENSG00000260152,0,0,0,0,0,0,0,0,0,0,0
RARRES2P10,ENSG00000260153,0,0,0,0,0,0,0,0,0,0,0
AC020763.1,ENSG00000260156,1,0,0,494,0,0,1,0,0,0,14
AC233702.1,ENSG00000260157,0,0,0,0,0,0,0,0,0,0,0
AC137761.1,ENSG00000260158,0,0,0,0,0,0,0,0,0,0,0
AC091304.2,ENSG00000260159,0,0,0,0,0,0,0,0,0,0,0
AC011468.1,ENSG00000260160,0,0,0,0,0,0,0,0,2,0,0
MTCYBP28,ENSG00000260161,0,0,0,0,0,0,0,0,0,0,0
AC134312.2,ENSG00000260162,0,0,0,0,0,0,0,0,0,0,0
AC012508.1,ENSG00000260163,0,0,0,0,0,0,0,0,0,0,0
AC105036.2,ENSG00000260165,0,0,0,0,0,0,0,0,0,0,0
AC134312.3,ENSG00000260166,0,0,0,0,0,0,0,0,0,80,0
AC093249.2,ENSG00000260167,0,0,0,0,0,0,0,0,0,0,0
AC090527.2,ENSG00000260170,0,0,0,0,0,0,0,0,0,0,0
AC008269.2,ENSG00000260171,0,0,0,0,0,0,0,0,0,0,0
LINC01413,ENSG00000260172,0,0,0,0,0,0,0,0,0,0,0
AC020779.2,ENSG00000260173,0,0,0,0,0,0,0,0,0,0,0
AC111152.3,ENSG00000260174,3,3,1,4,11,2,122,0,4,1,0
AC141586.2,ENSG00000260176,0,0,0,0,0,0,0,0,0,0,0
AC126696.1,ENSG00000260177,0,0,0,0,0,0,1,0,0,0,0
AL162741.1,ENSG00000260179,0,0,0,0,0,0,0,0,0,0,0
AC120498.2,ENSG00000260182,0,0,0,0,0,0,0,0,0,0,0
AC108097.1,ENSG00000260183,0,0,0,0,0,0,0,0,0,0,0
AC023827.1,ENSG00000260184,0,0,0,0,0,0,0,0,0,0,0
AC009097.1,ENSG00000260185,0,0,0,0,0,0,0,0,0,0,0
LINC02137,ENSG00000260186,150,0,0,0,0,306,198,57,0,523,0
PPIAP48,ENSG00000260187,0,0,0,0,0,0,0,0,0,0,0
AC002464.1,ENSG00000260188,0,0,0,0,0,0,0,0,0,0,0
AL807752.5,ENSG00000260190,0,0,0,0,0,0,0,0,0,0,0
LINC02240,ENSG00000260192,425,0,1151,426,0,0,9,1,250,1397,0
AL138781.1,ENSG00000260193,0,0,0,0,0,0,0,0,0,0,0
AC007496.1,ENSG00000260194,0,0,0,0,0,0,0,0,0,156,177
AC124798.1,ENSG00000260196,3,0,0,0,0,0,386,0,19,0,194
AC010889.1,ENSG00000260197,0,0,0,0,0,0,0,78,17,29,0
AC009102.1,ENSG00000260198,0,0,0,0,0,0,0,0,0,0,0
AC141273.1,ENSG00000260201,0,0,0,0,0,0,0,0,0,0,0
AL109954.1,ENSG00000260202,0,0,0,0,0,0,0,0,0,0,0
AL157831.2,ENSG00000260205,0,0,0,0,0,0,0,0,0,0,0
AC105020.2,ENSG00000260206,0,0,0,0,0,0,0,0,0,0,0
DUX4L47,ENSG00000260207,0,0,0,0,0,0,0,0,0,0,0
AP000842.3,ENSG00000260209,0,0,96,0,0,0,0,0,0,0,0
AC139426.1,ENSG00000260211,0,0,0,0,0,0,0,0,0,0,0
AL356432.3,ENSG00000260212,0,0,0,0,0,0,0,0,0,0,0
AC092718.2,ENSG00000260213,0,0,0,0,0,0,0,0,0,0,0
AC104640.1,ENSG00000260217,0,0,0,0,0,0,0,0,0,0,0
AC034105.4,ENSG00000260218,0,0,0,0,0,0,0,0,0,0,0
AC106782.2,ENSG00000260219,0,0,0,0,0,0,2,0,1,734,0
CCDC187,ENSG00000260220,1,0,0,0,0,0,0,1,0,0,0
AC099511.1,ENSG00000260223,0,0,0,1,0,133,0,0,0,0,0
UBL5P4,ENSG00000260224,0,0,0,0,0,0,0,0,0,0,0
AC009119.1,ENSG00000260228,0,0,0,0,0,0,0,0,226,0,0
PPIAP51,ENSG00000260229,0,0,0,1,0,0,0,0,0,1,0
FRRS1L,ENSG00000260230,0,0,0,4,24,0,50,0,0,0,0
KDM7A-DT,ENSG00000260231,1,0,410,0,19,862,170,0,1,1386,78
PWRN4,ENSG00000260232,0,0,0,0,0,0,0,0,0,39,0
SSSCA1-AS1,ENSG00000260233,278,1,0,0,0,0,276,0,0,6,0
AC020636.2,ENSG00000260234,0,0,0,0,0,0,0,0,0,0,0
AC105020.3,ENSG00000260235,0,0,0,0,0,0,0,0,0,0,0
AC099778.1,ENSG00000260236,155,0,0,2,36,0,483,1,0,0,0
AC092130.1,ENSG00000260237,0,0,0,0,0,0,0,0,0,0,0
PMF1-BGLAP,ENSG00000260238,0,0,0,0,0,0,0,0,0,0,0
LINC02533,ENSG00000260239,0,0,0,0,0,0,0,0,0,0,0
APOOP5,ENSG00000260240,0,0,0,0,0,0,0,0,0,0,0
AC091489.1,ENSG00000260242,0,0,0,0,0,0,0,0,0,0,0
AC104083.1,ENSG00000260244,365,1,0,0,0,0,0,0,0,0,29
AC000032.1,ENSG00000260246,0,0,0,0,0,0,0,0,0,0,0
SUB1P4,ENSG00000260247,0,0,0,0,0,0,0,0,0,0,0
AC007608.3,ENSG00000260249,0,0,0,0,0,0,10,0,0,0,0
AC092368.1,ENSG00000260251,0,0,0,0,0,0,0,0,0,0,0
AC009087.1,ENSG00000260252,0,0,0,0,0,0,0,0,0,0,0
AC084262.1,ENSG00000260253,0,0,0,0,0,0,0,0,0,0,0
AP000997.2,ENSG00000260254,7,0,0,0,0,0,0,0,0,0,0
AC093524.1,ENSG00000260255,0,0,0,0,0,0,0,0,0,0,0
AP001063.1,ENSG00000260256,0,0,0,0,0,0,0,0,0,0,0
AL035071.1,ENSG00000260257,283,1,1,291,0,386,219,374,231,34,178
AC007346.1,ENSG00000260258,0,0,0,0,0,0,0,0,0,0,0
LINC02166,ENSG00000260259,0,0,0,0,0,0,0,0,0,0,0
SNHG19,ENSG00000260260,0,183,134,180,319,0,90,19,62,8,54
AC124944.3,ENSG00000260261,1,0,0,305,9,1,1,0,0,1,0
AC139887.3,ENSG00000260262,0,0,0,0,0,0,0,0,0,0,0
LINC2194,ENSG00000260264,0,0,0,0,0,0,0,0,0,0,0
LINC02562,ENSG00000260265,8,143,0,1,140,402,255,268,0,0,0
PPIAP46,ENSG00000260266,0,0,0,0,1,2,0,0,0,0,3
AC026471.1,ENSG00000260267,0,77,0,0,68,0,91,104,0,75,0
LINC00919,ENSG00000260268,0,0,0,0,0,0,0,0,0,0,0
AC105036.3,ENSG00000260269,0,0,0,0,0,0,0,0,0,0,0
AL132996.1,ENSG00000260271,0,0,0,0,0,0,0,0,0,0,0
AC093525.2,ENSG00000260272,0,0,0,0,0,0,0,0,0,0,0
AL359711.2,ENSG00000260273,0,0,0,0,0,0,43,0,0,22,0
AC068338.2,ENSG00000260274,0,0,0,2,0,0,0,109,0,0,0
AC013565.2,ENSG00000260275,0,0,0,0,0,0,0,0,0,0,0
AC022167.2,ENSG00000260276,0,0,0,0,0,0,0,0,0,0,0
AC009019.1,ENSG00000260277,0,0,78,10,0,0,0,0,211,0,0
AC098818.2,ENSG00000260278,0,0,0,0,0,0,0,0,0,0,0
AC137932.1,ENSG00000260279,0,0,0,0,76,0,0,0,0,44,43
SLX1B-SULT1A4,ENSG00000260280,0,0,0,0,0,0,0,0,0,0,0
ITFG1-AS1,ENSG00000260281,0,0,0,0,0,0,0,0,0,0,0
EIF4EBP2P2,ENSG00000260282,0,0,0,0,0,0,0,0,0,0,0
TPSP2,ENSG00000260284,0,1,0,0,0,0,0,0,0,0,0
AL133367.1,ENSG00000260285,0,0,0,0,0,0,0,0,0,0,0
ARMH2,ENSG00000260286,0,0,0,0,0,0,0,0,0,0,0
TBC1D3G,ENSG00000260287,0,0,0,0,0,0,0,0,0,0,0
AC019294.2,ENSG00000260288,0,0,0,0,0,0,0,0,0,0,0
AC093515.1,ENSG00000260289,11,0,0,0,0,0,0,0,0,0,0
AC092115.1,ENSG00000260290,0,1,2,2,6,3,8,0,4,5,3
FRG2GP,ENSG00000260291,0,0,0,0,0,0,0,0,0,0,0
AC106820.4,ENSG00000260293,0,0,2,0,0,1,0,0,0,0,332
AC095057.3,ENSG00000260296,0,0,64,0,0,0,0,0,0,0,0
ACTG1P16,ENSG00000260298,0,0,0,0,0,0,0,0,0,0,0
AC009119.2,ENSG00000260300,0,0,0,0,0,0,0,0,0,0,0
AP005482.1,ENSG00000260302,0,0,0,0,0,0,0,0,0,0,0
AC108206.1,ENSG00000260303,0,0,0,0,0,0,0,0,0,0,0
AC009088.2,ENSG00000260304,0,0,0,0,0,0,0,0,0,0,0
NTRK3-AS1,ENSG00000260305,0,0,0,0,0,0,0,0,0,0,0
AC092375.2,ENSG00000260306,0,0,0,0,0,0,0,0,0,0,0
PABPC1P13,ENSG00000260307,0,0,0,0,0,0,0,0,0,0,0
AC136428.2,ENSG00000260308,0,0,0,0,0,0,0,0,0,0,0
AC027277.2,ENSG00000260310,1,0,0,0,0,0,36,0,0,235,1
AC138907.1,ENSG00000260311,0,0,0,0,0,0,0,0,0,0,0
AC140658.1,ENSG00000260312,0,0,0,0,0,0,0,0,0,0,0
MRC1,ENSG00000260314,0,252,40,4,0,523,978,15,61,345,368
AL008727.1,ENSG00000260316,0,0,0,0,0,0,0,0,0,0,0
AC009812.4,ENSG00000260317,0,0,106,0,0,0,0,0,0,0,0
COX6CP1,ENSG00000260318,0,0,0,0,0,1,76,0,0,1,0
AC098657.2,ENSG00000260322,0,0,0,0,0,0,0,0,0,0,0
HSPB9,ENSG00000260325,0,0,0,0,0,0,0,0,0,0,0
PHBP21,ENSG00000260326,0,0,1,0,0,0,1,1,1,0,1
ACTR3BP3,ENSG00000260327,0,0,0,0,0,0,0,0,0,0,0
AC104024.2,ENSG00000260328,0,0,0,0,4,0,18,0,0,0,0
AC007541.1,ENSG00000260329,0,0,0,0,0,0,5,0,0,0,0
AC079148.1,ENSG00000260331,0,0,0,0,0,0,0,0,0,0,0
AC010546.1,ENSG00000260332,0,0,0,0,0,0,0,0,0,0,0
AC133555.4,ENSG00000260335,2,0,0,0,0,1,3,0,0,0,0
AC091544.4,ENSG00000260337,0,0,0,0,0,722,0,0,2,0,0
LINC01570,ENSG00000260338,0,0,0,0,0,0,0,0,0,0,0
HEXA-AS1,ENSG00000260339,0,0,0,0,0,561,1,0,0,0,0
LINC02176,ENSG00000260340,0,0,0,0,0,0,0,0,0,0,0
C2orf69P2,ENSG00000260341,0,0,0,0,0,0,0,0,0,0,0
AC138811.2,ENSG00000260342,0,0,0,0,0,0,0,0,0,0,0
LINC01043,ENSG00000260343,1,0,0,0,0,0,0,0,0,0,0
AC133485.1,ENSG00000260344,0,0,0,0,0,0,0,0,0,0,0
AC009052.1,ENSG00000260345,0,0,0,0,0,0,0,0,0,0,0
MOCS1P1,ENSG00000260347,0,0,0,0,0,0,0,0,0,0,0
AP007216.1,ENSG00000260348,0,0,0,0,0,0,0,0,0,0,0
AC087190.1,ENSG00000260349,0,0,0,0,0,0,0,0,0,0,0
AC012173.1,ENSG00000260350,0,0,0,0,0,0,0,0,0,0,0
AC024270.2,ENSG00000260351,0,0,0,0,0,0,0,0,0,42,0
AC092287.1,ENSG00000260352,0,0,57,624,1,0,1,1,0,0,7
DNM1P34,ENSG00000260357,0,0,0,0,0,0,0,0,0,0,0
AL353708.1,ENSG00000260360,0,0,0,2,0,0,0,0,0,0,0
AC106028.3,ENSG00000260361,2,0,0,0,0,0,0,0,0,0,0
AC007218.1,ENSG00000260362,0,0,0,0,0,0,0,0,0,0,0
AC009055.1,ENSG00000260364,0,0,0,0,0,0,0,0,0,0,0
AC026803.1,ENSG00000260366,0,0,0,0,0,0,1,0,0,0,0
AC109460.1,ENSG00000260367,0,0,0,0,0,4,20,0,0,0,0
AC027373.1,ENSG00000260368,108,0,0,0,0,0,0,0,0,0,0
AC120024.1,ENSG00000260369,0,0,0,0,0,0,0,0,0,0,0
AC215217.1,ENSG00000260370,0,0,0,0,0,0,0,0,0,0,0
AC026464.3,ENSG00000260371,0,0,0,0,0,0,0,0,0,0,0
AQP4-AS1,ENSG00000260372,0,0,0,0,0,0,0,0,0,0,0
AC126323.4,ENSG00000260375,0,0,0,0,0,0,0,0,0,0,0
AC083801.2,ENSG00000260377,0,17,0,108,0,0,0,0,0,2,0
AC109597.1,ENSG00000260378,0,0,0,0,0,0,0,0,0,0,0
AC074052.1,ENSG00000260379,1,0,0,0,2,0,0,0,0,2,0
AC007610.2,ENSG00000260381,0,0,0,0,0,0,0,0,0,0,0
AC087481.1,ENSG00000260382,1,0,0,0,0,0,0,0,0,0,0
AL356961.1,ENSG00000260385,0,0,0,0,0,0,0,0,0,0,0
LINC01225,ENSG00000260386,0,0,33,0,0,0,899,1,0,0,0
AC009108.2,ENSG00000260387,0,0,0,0,0,0,0,0,0,0,0
LINC00562,ENSG00000260388,293,0,190,1,0,0,0,0,0,1,0
WBP11P1,ENSG00000260389,0,0,0,0,0,0,26,0,0,0,0
AL360014.1,ENSG00000260390,0,0,0,0,0,0,0,0,0,0,0
AC022336.2,ENSG00000260391,0,0,0,0,0,0,0,0,0,0,0
AC090518.1,ENSG00000260392,0,0,0,0,0,0,0,0,0,3,0
AC026462.2,ENSG00000260393,0,0,0,0,0,0,0,0,0,0,0
Z92544.1,ENSG00000260394,0,0,0,0,0,0,0,0,0,0,0
AC092119.1,ENSG00000260395,0,0,0,0,0,0,0,0,0,0,0
AC068700.1,ENSG00000260398,0,0,0,34,0,0,0,0,0,29,0
AC100756.1,ENSG00000260399,0,0,0,0,0,0,0,0,0,0,0
AL513534.1,ENSG00000260400,0,0,1,4,0,0,0,0,0,0,10
AP002761.4,ENSG00000260401,0,1,1,9,1,0,0,0,935,2,0
AC133485.2,ENSG00000260402,0,0,0,0,0,0,0,0,0,0,0
AC120498.3,ENSG00000260403,0,0,0,0,0,0,0,0,0,0,0
AC110079.1,ENSG00000260404,0,0,0,1,3,0,0,0,0,27,19
AC109446.1,ENSG00000260405,0,0,0,0,0,0,0,0,0,0,0
AC009852.1,ENSG00000260406,0,0,0,0,0,0,0,0,0,0,0
AC012414.5,ENSG00000260409,0,0,0,1,0,0,0,1,0,0,0
AC040169.2,ENSG00000260410,0,0,0,0,0,0,0,0,0,0,0
AL353746.1,ENSG00000260412,0,0,0,0,0,0,186,0,0,0,0
AC025279.2,ENSG00000260413,0,0,0,0,0,0,0,0,0,0,0
AC138869.1,ENSG00000260414,0,0,0,0,0,0,0,0,0,0,0
AL096828.2,ENSG00000260416,0,0,0,0,0,0,0,0,0,0,0
AC092127.1,ENSG00000260417,0,0,0,0,0,0,0,0,0,0,0
AL023284.4,ENSG00000260418,0,223,0,6,68,0,0,94,1,0,42
AC138869.2,ENSG00000260419,0,0,0,0,0,0,0,0,0,0,0
LINC02182,ENSG00000260420,0,0,0,0,0,0,0,0,0,0,0
Z97205.2,ENSG00000260422,0,0,0,0,0,0,0,0,0,0,0
LINC02367,ENSG00000260423,47,0,5,25,0,28,17,38,15,84,31
AL031709.1,ENSG00000260425,0,0,0,0,0,0,0,0,0,0,0
AC008060.4,ENSG00000260426,0,0,0,0,0,0,0,0,0,0,0
AGGF1P9,ENSG00000260427,0,0,0,0,0,0,0,0,0,0,0
SCX,ENSG00000260428,0,0,4,0,0,0,0,0,0,0,0
AC099518.1,ENSG00000260430,0,0,0,0,0,0,0,0,0,0,0
AC074051.2,ENSG00000260431,0,0,0,1,0,0,3,0,0,0,0
LINC01917,ENSG00000260433,0,0,5,217,0,0,0,0,0,0,0
AC093525.3,ENSG00000260436,0,0,0,0,0,0,0,0,0,0,0
AC018552.1,ENSG00000260438,0,0,0,0,0,0,0,0,0,0,0
LMF1-AS1,ENSG00000260439,0,0,0,0,0,0,0,0,0,0,0
LINC01544,ENSG00000260440,0,0,0,0,0,0,0,0,2,0,0
AC020978.2,ENSG00000260441,0,0,0,0,0,0,0,0,0,0,0
ATP2A1-AS1,ENSG00000260442,0,0,0,0,0,0,0,0,0,0,0
AC127455.1,ENSG00000260443,0,0,0,0,0,0,0,0,0,0,0
AC138749.2,ENSG00000260444,0,0,0,0,0,0,0,0,0,0,0
AC011904.1,ENSG00000260445,0,0,0,0,0,0,0,0,0,0,0
AC009065.3,ENSG00000260447,0,0,0,0,0,1,0,0,0,0,0
LCMT1-AS1,ENSG00000260448,184,0,0,0,0,0,0,22,0,0,0
LINC02134,ENSG00000260450,131,0,0,0,0,1,0,0,0,0,0
GEMIN8P2,ENSG00000260451,0,0,0,0,0,0,0,0,0,0,0
TPRKBP2,ENSG00000260452,0,0,0,0,0,0,4,0,0,0,0
AL355607.2,ENSG00000260454,1,0,0,0,0,0,186,209,0,2064,1
NBAT1,ENSG00000260455,0,0,0,0,0,0,0,0,0,0,0
C16orf95,ENSG00000260456,0,0,0,18,0,165,231,80,0,590,0
AC027458.1,ENSG00000260457,0,0,0,0,0,0,0,0,0,0,0
KCNJ18,ENSG00000260458,369,86,0,1,2,0,8,752,0,2,68
FTLP14,ENSG00000260459,0,129,0,0,0,2,237,0,1,0,0
AL365181.1,ENSG00000260460,0,1,0,1,0,0,837,0,0,0,0
AL133355.1,ENSG00000260461,0,0,0,0,0,0,0,0,0,0,0
AL049796.1,ENSG00000260464,0,0,0,62,0,0,0,0,0,0,25
AC018557.1,ENSG00000260465,0,0,0,0,0,0,0,0,0,0,0
AC126696.2,ENSG00000260466,0,0,0,0,0,0,0,0,0,0,0
AC018552.2,ENSG00000260467,0,0,0,0,0,0,0,0,0,0,0
LINC01290,ENSG00000260468,0,0,0,0,0,0,0,0,0,0,1
C15orf59-AS1,ENSG00000260469,0,0,0,0,0,0,0,0,0,0,0
AC023794.7,ENSG00000260470,0,0,0,0,0,0,0,0,0,0,0
PPIAP49,ENSG00000260471,0,0,0,0,0,0,0,0,0,0,0
AC074050.1,ENSG00000260472,0,0,0,0,0,0,0,0,0,0,0
AC068987.3,ENSG00000260473,0,0,0,0,0,0,0,0,0,0,0
AL353719.1,ENSG00000260475,0,0,0,0,0,0,0,0,0,0,0
AC104794.3,ENSG00000260476,0,0,0,0,0,0,0,0,0,0,0
LINC01584,ENSG00000260477,0,0,0,0,0,0,0,0,0,0,0
AC007333.1,ENSG00000260478,0,0,0,0,0,0,0,0,0,0,0
AC009145.1,ENSG00000260479,0,0,0,0,0,0,90,0,0,0,8
C2orf69P4,ENSG00000260480,0,0,0,0,0,0,0,0,0,0,0
AC008870.1,ENSG00000260482,0,0,0,0,0,0,0,0,0,0,0
AC015720.1,ENSG00000260483,0,0,0,0,0,0,0,0,0,0,0
AC131902.2,ENSG00000260484,0,0,0,0,0,0,0,0,0,0,0
AC116348.1,ENSG00000260487,1,0,0,0,0,0,110,0,0,0,0
AC007216.1,ENSG00000260488,0,5,0,56,0,0,0,0,0,0,0
MYL12BP1,ENSG00000260490,2,0,4,1,3,4,2,1,0,1,1
CISTR,ENSG00000260492,0,0,0,0,0,0,0,0,0,0,0
AC011773.4,ENSG00000260493,0,0,0,1,0,0,0,0,0,0,0
AC002310.3,ENSG00000260494,0,1,0,1,0,0,0,0,0,0,1
AC009148.1,ENSG00000260495,0,0,0,1,1,0,1,0,683,0,0
AC009041.1,ENSG00000260496,0,0,0,0,0,0,0,0,0,0,0
AC141846.1,ENSG00000260497,0,0,0,0,0,0,0,0,0,0,0
AC126696.3,ENSG00000260498,0,0,0,0,0,1,0,0,0,0,0
AC010336.2,ENSG00000260500,0,0,0,0,0,0,0,0,0,0,0
AC010551.1,ENSG00000260504,0,0,0,0,0,0,0,0,0,0,0
AC096644.4,ENSG00000260505,0,0,0,0,0,0,0,0,0,0,0
AC133919.1,ENSG00000260507,0,0,0,0,0,0,0,0,0,0,0
AL590787.1,ENSG00000260509,0,0,0,0,0,0,0,0,0,0,0
AC004381.1,ENSG00000260510,1,0,24,0,0,0,0,0,0,0,0
AC009145.2,ENSG00000260511,0,0,0,0,0,0,0,0,0,0,0
AC009086.1,ENSG00000260514,0,0,0,0,0,0,0,0,0,0,0
AC034229.2,ENSG00000260515,0,0,0,0,0,0,0,0,0,0,0
AC133548.1,ENSG00000260516,0,0,0,0,0,0,0,0,0,0,0
AC009093.2,ENSG00000260517,35,0,3,0,7,0,0,0,2,0,0
BMS1P8,ENSG00000260518,0,0,2,0,4,0,46,4,0,0,0
AC096734.2,ENSG00000260519,0,0,0,0,0,0,0,0,0,0,0
AC010547.3,ENSG00000260520,0,0,0,0,0,0,0,0,0,0,0
AC106785.1,ENSG00000260522,0,0,0,0,0,0,0,0,0,0,0
CYP3A52P,ENSG00000260524,0,0,0,0,0,0,0,0,0,0,0
AC140658.2,ENSG00000260525,0,0,0,0,0,0,0,0,0,0,0
AC109347.1,ENSG00000260526,0,0,0,6,0,0,0,0,0,192,0
FAM157C,ENSG00000260528,0,0,1,6,2,0,14,6,14,8,20
AC010551.2,ENSG00000260530,0,0,0,0,0,0,0,0,0,0,0
AL031598.1,ENSG00000260532,0,1,0,0,0,0,0,0,0,0,0
AC100827.3,ENSG00000260534,0,0,0,0,0,0,0,0,0,0,0
AL035071.2,ENSG00000260536,0,0,0,0,0,0,0,0,0,0,0
AC012184.2,ENSG00000260537,0,0,0,0,0,0,0,0,0,0,0
ABHD17AP8,ENSG00000260540,0,0,0,0,0,0,0,0,0,0,0
AL031722.1,ENSG00000260541,0,0,0,8,0,0,0,0,0,0,0
AL499627.1,ENSG00000260542,0,0,0,0,0,0,0,0,0,0,0
AC026771.1,ENSG00000260545,0,0,0,0,0,0,0,0,0,0,0
AL035425.2,ENSG00000260548,0,0,0,0,0,0,0,0,0,0,0
MT1L,ENSG00000260549,0,0,0,1,3,670,166,46,323,0,0
AC136618.1,ENSG00000260550,0,0,0,0,0,0,0,0,0,0,0
PWRN2,ENSG00000260551,0,0,0,1,0,0,0,105,0,0,0
AC023043.1,ENSG00000260552,24,0,0,0,0,0,0,0,0,0,0
AC092681.2,ENSG00000260555,0,0,0,0,0,0,0,0,0,0,47
AC018557.2,ENSG00000260558,0,0,0,168,0,0,0,0,56,0,0
AC132872.1,ENSG00000260563,0,1,0,0,0,0,0,0,0,0,0
AL161912.2,ENSG00000260564,0,0,0,0,0,0,0,0,0,0,0
ERVK13-1,ENSG00000260565,11,0,0,1,0,0,208,1,0,99,0
AC127459.1,ENSG00000260566,0,0,0,0,0,0,0,0,0,0,0
AC074050.2,ENSG00000260568,0,0,0,0,0,0,0,0,0,0,0
AC090398.1,ENSG00000260569,0,0,0,0,0,0,2,0,0,0,0
AC133550.1,ENSG00000260570,0,0,0,0,0,0,0,0,0,0,0
BNIP3P5,ENSG00000260571,0,0,0,0,0,0,0,0,1,0,0
AC069224.1,ENSG00000260572,0,0,0,21,0,0,0,0,0,953,0
AC007493.1,ENSG00000260573,0,0,4,0,0,0,8,0,0,0,0
AL360157.1,ENSG00000260574,0,0,0,0,0,0,0,0,0,0,0
AC133485.3,ENSG00000260575,0,0,0,0,0,0,0,0,0,0,0
EIF5A2P1,ENSG00000260576,0,37,0,0,0,0,0,0,0,0,0
AC126773.2,ENSG00000260577,0,52,2,0,0,0,12,0,0,0,0
AC110597.1,ENSG00000260578,0,0,0,0,284,0,0,0,0,0,0
AC024270.3,ENSG00000260579,0,0,0,0,0,0,0,0,0,0,0
AC009035.1,ENSG00000260580,0,0,0,0,0,0,0,0,0,0,0
AC011374.1,ENSG00000260581,57,0,0,0,0,0,832,26,0,0,0
TPST2P1,ENSG00000260582,0,0,0,0,0,0,0,0,0,0,0
AP000223.1,ENSG00000260583,1,0,0,116,0,0,0,13,0,211,0
AC142381.2,ENSG00000260584,0,0,0,0,0,0,0,0,0,0,0
AL359851.1,ENSG00000260585,0,0,0,0,0,0,19,0,0,0,0
AC064799.2,ENSG00000260586,0,0,0,0,0,0,0,0,0,0,0
AC027702.1,ENSG00000260588,0,0,274,0,0,0,0,192,0,0,0
STAM-AS1,ENSG00000260589,0,0,0,0,0,0,0,9,0,2,0
AC023824.2,ENSG00000260590,0,0,0,0,0,0,0,0,0,0,0
AC130456.3,ENSG00000260592,0,0,0,0,0,0,0,0,0,0,14
AC009097.2,ENSG00000260593,0,0,0,0,0,0,0,0,0,0,0
AC099313.1,ENSG00000260594,0,0,0,0,0,0,0,0,0,0,0
OR4C49P,ENSG00000260595,0,0,0,0,0,0,0,0,0,0,0
DUX4,ENSG00000260596,0,0,0,0,0,0,0,0,0,0,0
AC012531.1,ENSG00000260597,0,0,0,0,0,0,0,0,0,0,0
FRG2IP,ENSG00000260598,0,0,0,0,0,0,0,0,0,0,0
AC011467.1,ENSG00000260599,0,0,0,0,0,0,88,0,0,0,0
AC092125.1,ENSG00000260600,0,0,0,0,0,0,0,0,0,0,0
AC131391.1,ENSG00000260601,0,0,0,0,0,0,0,0,0,0,0
HMGN2P40,ENSG00000260602,0,0,0,0,0,0,1,0,0,0,0
AC133539.1,ENSG00000260603,0,0,0,0,0,0,0,0,0,0,0
AL590004.4,ENSG00000260604,0,0,0,0,0,0,1,0,0,0,0
AC027688.1,ENSG00000260605,0,0,0,0,0,0,0,0,0,0,0
AC024270.4,ENSG00000260608,9,0,19,0,0,0,0,0,0,0,130
AC142086.3,ENSG00000260610,0,0,0,0,0,0,0,0,0,0,0
AC106785.2,ENSG00000260611,0,0,0,0,0,0,0,0,0,0,0
AC009097.3,ENSG00000260612,0,0,52,0,0,0,0,0,0,0,1
Z98885.2,ENSG00000260613,0,0,0,0,0,0,0,0,0,0,0
RPL23AP97,ENSG00000260615,11,0,0,9,0,1,35,6,0,1,0
AC007728.1,ENSG00000260616,0,0,0,0,0,0,0,0,0,0,12
AC138028.5,ENSG00000260617,0,0,0,0,0,0,0,0,0,0,0
AC025917.1,ENSG00000260618,0,0,0,12,0,0,0,0,0,0,24
AC068870.1,ENSG00000260619,0,0,0,0,0,0,0,0,0,0,0
AC027688.2,ENSG00000260620,0,0,0,0,0,0,0,0,0,0,0
AC092140.1,ENSG00000260621,0,0,0,0,0,0,0,0,0,0,0
AC073476.2,ENSG00000260622,0,0,0,0,0,0,0,0,0,0,0
